123, ,BUS102,BBA,TAK,3.0,02,Mo(11:00 AM-12:20 PM-UB20201) We(11:00 AM-12:20 PM-UB20201),35,1,34
124, ,BUS102,BBA,RMA,3.0,03,Mo(12:30 PM-01:50 PM-UB20203) We(12:30 PM-01:50 PM-UB20203),35,4,31
125, ,BUS201,BBA,S EQ,3.0,01,Sa(03:30 PM-04:50 PM-UB20202) Th(03:30 PM-04:50 PM-UB20202),35,35,0
126, ,BUS201,BBA,FEA,3.0,02,Mo(02:00 PM-03:20 PM-UB20701) We(02:00 PM-03:20 PM-UB20701),35,35,0
127, ,BUS201,BBA,TBA,3.0,03,Mo(11:00 AM-12:20 PM-UB21202) We(11:00 AM-12:20 PM-UB21202),35,38,-3
128, ,BUS201,BBA,TBA,3.0,04,Mo(12:30 PM-01:50 PM-UB21202) We(12:30 PM-01:50 PM-UB21202),35,36,-1
129, ,BUS201,BBA,FEA,3.0,05,Su(02:00 PM-03:20 PM-UB20202) Tu(02:00 PM-03:20 PM-UB20202),35,36,-1
130, ,BUS201,BBA,FEA,3.0,06,Mo(03:30 PM-04:50 PM-UB20702) We(03:30 PM-04:50 PM-UB20702),35,35,0
131, ,BUS201,BBA,S EQ,3.0,07,Sa(02:00 PM-03:20 PM-UB20501) Th(02:00 PM-03:20 PM-UB20501),35,35,0
132, ,BUS201,BBA,TBA,3.0,08,Su(08:00 AM-09:20 AM-UB20701) Tu(08:00 AM-09:20 AM-UB20701),35,35,0
133, ,BUS201,BBA,TBA,3.0,09,Su(03:30 PM-04:50 PM-UB20202) Tu(03:30 PM-04:50 PM-UB20202),35,35,0
134, ,BUS202,BBA,KSM,3.0,01,Su(11:00 AM-12:20 PM-UB40603) Tu(11:00 AM-12:20 PM-UB40603),40,40,0
135, ,BUS202,BBA,TBA,3.0,02,Sa(09:30 AM-10:50 AM-UB20201) Th(09:30 AM-10:50 AM-UB20201),35,33,2
136, ,BUS202,BBA,SZT,3.0,03,Su(08:00 AM-09:20 AM-UB40603) Tu(08:00 AM-09:20 AM-UB40603),40,22,18
137, ,BUS202,BBA,SZT,3.0,04,Su(09:30 AM-10:50 AM-UB30201) Tu(09:30 AM-10:50 AM-UB30201),40,29,11
138, ,BUS202,BBA,TBA,3.0,05,Sa(11:00 AM-12:20 PM-UB20201) Th(11:00 AM-12:20 PM-UB20201),35,20,15
139, ,BUS202,BBA,TBA,3.0,06,Sa(02:00 PM-03:20 PM-UB20201) Th(02:00 PM-03:20 PM-UB20201),35,20,15
140, ,BUS203,BBA,S EQ,3.0,01,Mo(02:00 PM-03:20 PM-UB20202) We(02:00 PM-03:20 PM-UB20202),35,35,0
141, ,BUS203,BBA,TBA,3.0,02,Mo(05:00 PM-06:20 PM-UB20702) We(05:00 PM-06:20 PM-UB20702),35,31,4
142, ,BUS203,BBA,TBA,3.0,03,Sa(08:00 AM-09:20 AM-UB20203) Th(08:00 AM-09:20 AM-UB20203),35,11,24
143, ,BUS203,BBA,TBA,3.0,04,Sa(09:30 AM-10:50 AM-UB20203) Th(09:30 AM-10:50 AM-UB20203),35,24,11
144, ,BUS301,BBA,MMO,3.0,01,Sa(02:00 PM-03:20 PM-UB20203) Th(02:00 PM-03:20 PM-UB20203),35,35,0
145, ,BUS301,BBA,MMO,3.0,02,Sa(03:30 PM-04:50 PM-UB20104) Th(03:30 PM-04:50 PM-UB20104),35,35,0
146, ,BUS301,BBA,MMO,3.0,03,Sa(09:30 AM-10:50 AM-UB20104) Th(09:30 AM-10:50 AM-UB20104),35,35,0
147, ,BUS301,BBA,MFE,3.0,04,Mo(11:00 AM-12:20 PM-UB20103) We(11:00 AM-12:20 PM-UB20103),35,35,0
148, ,BUS301,BBA,MFE,3.0,05,Mo(03:30 PM-04:50 PM-UB20103) We(03:30 PM-04:50 PM-UB20103),35,29,6
149, ,BUS302,BBA,JSH,3.0,01,Sa(09:30 AM-10:50 AM-UB20103) Th(09:30 AM-10:50 AM-UB20103),35,35,0
150, ,BUS302,BBA,JSH,3.0,02,Sa(11:00 AM-12:20 PM-UB20103) Th(11:00 AM-12:20 PM-UB20103),35,36,-1
151, ,BUS302,BBA,TBA,3.0,03,Mo(09:30 AM-10:50 AM-UB20702) We(09:30 AM-10:50 AM-UB20702),35,36,-1
152, ,BUS302,BBA,TBA,3.0,04,Mo(08:00 AM-09:20 AM-UB20202) We(08:00 AM-09:20 AM-UB20202),35,36,-1
153, ,BUS321,BBA,AAC,3.0,01,Su(03:30 PM-04:50 PM-UB20702) Tu(03:30 PM-04:50 PM-UB20702),35,35,0
154, ,BUS321,BBA,AAC,3.0,02,Su(02:00 PM-03:20 PM-UB20203) Tu(02:00 PM-03:20 PM-UB20203),35,35,0
155, ,BUS321,BBA,RTZ,3.0,03,Su(02:00 PM-03:20 PM-UB20104) Tu(02:00 PM-03:20 PM-UB20104),35,36,-1
156, ,BUS321,BBA,RTZ,3.0,04,Su(03:30 PM-04:50 PM-UB20104) Tu(03:30 PM-04:50 PM-UB20104),35,35,0
157, ,CEE211,ARC,TBA,2.0,01,Mo(11:10 AM-12:05 PM-UB40901) We(11:10 AM-12:05 PM-UB40901),40,41,-1
158, ,CEE213,ARC,TBA,2.0,01,Mo(12:15 PM-01:10 PM-UB40902) We(12:15 PM-01:10 PM-UB40902),40,23,17
159, ,CEE311,ARC,TBA,2.0,01,Mo(03:05 PM-04:00 PM-UB40902) We(03:05 PM-04:00 PM-UB40902),40,41,-1
160, ,CEE312,ARC,TBA,2.0,01,Mo(02:00 PM-02:55 PM-UB41001) We(02:00 PM-02:55 PM-UB41001),40,32,8
161, ,CEE411,ARC,TBA,2.0,01,Mo(04:10 PM-05:05 PM-UB40902) We(04:10 PM-05:05 PM-UB40902),40,24,16
162, ,CEE412,ARC,TBA,2.0,01,Th(02:00 PM-02:55 PM-UB40901) Tu(02:00 PM-02:55 PM-UB41001),40,18,22
163, ,CHE101,MAT,ZBZ,3.0,01,Su(12:30 PM-01:50 PM-UB10201) Tu(12:30 PM-01:50 PM-UB10201),40,40,0
164, ,CHE101,MAT,TBA,3.0,02,Mo(08:00 AM-09:20 AM-UB10201) We(08:00 AM-09:20 AM-UB10201),40,40,0
165, ,CHE101,MAT,ZBZ,3.0,03,Sa(09:30 AM-10:50 AM-UB10201) Th(09:30 AM-10:50 AM-UB10201),40,40,0
166, ,CHE101,MAT,HZM,3.0,04,Sa(02:00 PM-03:20 PM-UB10201) Th(02:00 PM-03:20 PM-UB10201),40,40,0
167, ,CHE110,MAT,ZBZ,3.0,01,Su(09:30 AM-10:50 AM-UB10201) Tu(09:30 AM-10:50 AM-UB10201),40,40,0
168, ,CHE110,MAT,TBA,3.0,02,Mo(09:30 AM-10:50 AM-UB10201) We(09:30 AM-10:50 AM-UB10201),40,40,0
169, ,CHE110,MAT,ZBZ,3.0,03,Mo(02:00 PM-03:20 PM-UB10202) We(02:00 PM-03:20 PM-UB10202),40,40,0
170, ,CHE110,MAT,TBA,3.0,04,Sa(09:30 AM-10:50 AM-UB10202) Th(09:30 AM-10:50 AM-UB10202),40,40,0
171, ,CHE110,MAT,TBA,3.0,05,Su(08:00 AM-09:20 AM-UB10202) Tu(08:00 AM-09:20 AM-UB10202),40,40,0
172, ,CHE110,MAT,TBA,3.0,06,Sa(12:30 PM-01:50 PM-UB10202) Th(12:30 PM-01:50 PM-UB10202),40,40,0
173, ,CHE110,MAT,TBA,3.0,07,Su(05:00 PM-06:20 PM-UB10203) Tu(05:00 PM-06:20 PM-UB10203),40,41,-1
174, ,CHN101,ENG,TBA,3.0,01,Su(11:00 AM-12:20 PM-UB10301) Tu(11:00 AM-12:20 PM-UB10301),30,30,0
175, ,CHN101,ENG,TBA,3.0,02,Su(02:00 PM-03:20 PM-UB10302) Tu(02:00 PM-03:20 PM-UB10302),30,30,0
176, ,CHN101,ENG,TBA,3.0,03,Mo(02:00 PM-03:20 PM-UB10302) We(02:00 PM-03:20 PM-UB10302),30,30,0
177, ,CHN101,ENG,TBA,3.0,04,Mo(11:00 AM-12:20 PM-UB10302) We(11:00 AM-12:20 PM-UB10302),30,30,0
178, ,CSE101,CSE,TBA,3.0,01,Sa(02:00 PM-03:20 PM-UB40101) Sa(03:30 PM-04:50 PM-UB40101) Su(09:30 AM-10:50 AM-UB70701) Tu(09:30 AM-10:50 AM-UB70701),0,0,0
179, ,CSE101,CSE,TBA,3.0,02,Sa(11:00 AM-12:20 PM-UB40103) Sa(12:30 PM-01:50 PM-UB40103) Su(02:00 PM-03:20 PM-UB70701) Tu(02:00 PM-03:20 PM-UB70701),0,0,0
180, ,CSE101,CSE,TBA,3.0,03,Su(03:30 PM-04:50 PM-UB70403) Su(11:00 AM-12:20 PM-UB60804) Su(12:30 PM-01:50 PM-UB60804) Tu(03:30 PM-04:50 PM-UB70403),0,0,0
181, ,CSE101,CSE,ASA,3.0,04,Mo(12:30 PM-01:50 PM-UB80301) Tu(11:00 AM-12:20 PM-UB60804) Tu(12:30 PM-01:50 PM-UB60804) We(12:30 PM-01:50 PM-UB80301),38,32,6
182, ,CSE101,CSE,ASA,3.0,05,Mo(03:30 PM-04:50 PM-UB80301) Tu(08:00 AM-09:20 AM-UB60804) Tu(09:30 AM-10:50 AM-UB60804) We(03:30 PM-04:50 PM-UB80301),38,11,27
183, ,CSE101,CSE,TBA,3.0,06,Sa(02:00 PM-03:20 PM-UB40103) Sa(03:30 PM-04:50 PM-UB40103) Sa(11:00 AM-12:20 PM-UB50301) Th(11:00 AM-12:20 PM-UB50301),0,1,-1
184, ,CSE101,CSE,TBA,3.0,07,Sa(08:00 AM-09:20 AM-UB40203) Sa(09:30 AM-10:50 AM-UB40203) Sa(12:30 PM-01:50 PM-UB50301) Th(12:30 PM-01:50 PM-UB50301),38,38,0
